id,sentiment
2257,neutral
2258,neutral
2259,happiness
2260,sadness
2261,neutral
2262,love
2263,neutral
2264,happiness
2265,neutral
2266,neutral
2267,worry
2268,worry
2269,neutral
2270,love
2271,happiness
2272,worry
2273,happiness
2274,neutral
2275,neutral
2276,happiness
2277,happiness
2278,neutral
2279,happiness
2280,love
2281,happiness
2282,worry
2283,love
2284,neutral
2285,love
2286,neutral
2287,happiness
2288,sadness
2289,neutral
2290,neutral
2291,worry
2292,happiness
2293,happiness
2294,neutral
2295,worry
2296,happiness
2297,happiness
2298,sadness
2299,neutral
2300,neutral
2301,love
2302,neutral
2303,happiness
2304,neutral
2305,love
2306,worry
2307,happiness
2308,neutral
2309,neutral
2310,neutral
2311,happiness
2312,worry
2313,happiness
2314,love
2315,happiness
2316,love
2317,happiness
2318,neutral
2319,worry
2320,happiness
2321,worry
2322,neutral
2323,neutral
2324,neutral
2325,worry
2326,worry
2327,happiness
2328,neutral
2329,worry
2330,happiness
2331,happiness
2332,neutral
2333,happiness
2334,happiness
2335,happiness
2336,neutral
2337,happiness
2338,happiness
2339,happiness
2340,happiness
2341,love
2342,worry
2343,neutral
2344,happiness
2345,worry
2346,neutral
2347,happiness
2348,happiness
2349,happiness
2350,happiness
2351,worry
2352,neutral
2353,neutral
2354,happiness
2355,neutral
2356,neutral
2357,love
2358,happiness
2359,love
2360,neutral
2361,love
2362,neutral
2363,happiness
2364,worry
2365,love
2366,happiness
2367,worry
2368,happiness
2369,happiness
2370,neutral
2371,worry
2372,love
2373,neutral
2374,neutral
2375,love
2376,neutral
2377,happiness
2378,worry
2379,neutral
2380,happiness
2381,neutral
2382,happiness
2383,worry
2384,neutral
2385,happiness
2386,happiness
2387,neutral
2388,neutral
2389,neutral
2390,happiness
2391,neutral
2392,happiness
2393,neutral
2394,happiness
2395,sadness
2396,worry
2397,happiness
2398,worry
2399,happiness
2400,happiness
2401,worry
2402,happiness
2403,love
2404,neutral
2405,neutral
2406,neutral
2407,neutral
2408,happiness
2409,neutral
2410,love
2411,happiness
2412,love
2413,happiness
2414,neutral
2415,worry
2416,love
2417,worry
2418,neutral
2419,happiness
2420,neutral
2421,neutral
2422,happiness
2423,neutral
2424,neutral
2425,happiness
2426,happiness
2427,neutral
2428,happiness
2429,happiness
2430,neutral
2431,happiness
2432,neutral
2433,neutral
2434,happiness
2435,worry
2436,neutral
2437,happiness
2438,happiness
2439,happiness
2440,neutral
2441,neutral
2442,neutral
2443,happiness
2444,happiness
2445,happiness
2446,worry
2447,happiness
2448,neutral
2449,happiness
2450,happiness
2451,love
2452,happiness
2453,neutral
2454,neutral
2455,happiness
2456,happiness
2457,neutral
2458,worry
2459,happiness
2460,neutral
2461,happiness
2462,happiness
2463,happiness
2464,worry
2465,neutral
2466,happiness
2467,neutral
2468,happiness
2469,love
2470,worry
2471,worry
2472,worry
2473,worry
2474,neutral
2475,happiness
2476,worry
2477,happiness
2478,happiness
2479,neutral
2480,happiness
2481,happiness
2482,neutral
2483,worry
2484,happiness
2485,happiness
2486,happiness
2487,happiness
2488,neutral
2489,happiness
2490,happiness
2491,worry
2492,happiness
2493,love
2494,neutral
2495,happiness
2496,worry
2497,worry
2498,worry
2499,worry
2500,happiness
2501,worry
2502,happiness
2503,happiness
2504,happiness
2505,neutral
2506,love
2507,neutral
2508,neutral
2509,neutral
2510,neutral
2511,happiness
2512,neutral
2513,worry
2514,happiness
2515,neutral
2516,neutral
2517,love
2518,neutral
2519,happiness
2520,happiness
2521,happiness
2522,happiness
2523,love
2524,neutral
2525,happiness
2526,happiness
2527,happiness
2528,neutral
2529,neutral
2530,happiness
2531,happiness
2532,happiness
2533,happiness
2534,worry
2535,neutral
2536,happiness
2537,neutral
2538,neutral
2539,neutral
2540,happiness
2541,happiness
2542,happiness
2543,neutral
2544,worry
2545,happiness
2546,happiness
2547,worry
2548,sadness
2549,happiness
2550,neutral
2551,happiness
2552,neutral
2553,neutral
2554,neutral
2555,happiness
2556,happiness
2557,happiness
2558,neutral
2559,neutral
2560,worry
2561,worry
2562,happiness
2563,happiness
2564,neutral
2565,happiness
2566,happiness
2567,neutral
2568,neutral
2569,neutral
2570,love
2571,happiness
2572,neutral
2573,neutral
2574,happiness
2575,happiness
2576,happiness
2577,neutral
2578,neutral
2579,love
2580,worry
2581,happiness
2582,happiness
2583,neutral
2584,neutral
2585,love
2586,worry
2587,worry
2588,neutral
2589,neutral
2590,neutral
2591,happiness
2592,love
2593,happiness
2594,happiness
2595,happiness
2596,love
2597,neutral
2598,love
2599,happiness
2600,happiness
2601,worry
2602,neutral
2603,happiness
2604,happiness
2605,neutral
2606,love
2607,happiness
2608,happiness
2609,happiness
2610,happiness
2611,love
2612,happiness
2613,neutral
2614,neutral
2615,happiness
2616,happiness
2617,worry
2618,neutral
2619,love
2620,neutral
2621,neutral
2622,worry
2623,neutral
2624,happiness
2625,happiness
2626,neutral
2627,worry
2628,love
2629,worry
2630,neutral
2631,worry
2632,happiness
2633,happiness
2634,happiness
2635,neutral
2636,neutral
2637,neutral
2638,neutral
2639,neutral
2640,love
2641,worry
2642,neutral
2643,worry
2644,love
2645,neutral
2646,happiness
2647,happiness
2648,happiness
2649,happiness
2650,happiness
2651,happiness
2652,neutral
2653,neutral
2654,worry
2655,happiness
2656,worry
2657,neutral
2658,neutral
2659,neutral
2660,neutral
2661,happiness
2662,happiness
2663,happiness
2664,neutral
2665,happiness
2666,worry
2667,happiness
2668,love
2669,happiness
2670,neutral
2671,happiness
2672,neutral
2673,neutral
2674,happiness
2675,happiness
2676,happiness
2677,happiness
2678,happiness
2679,happiness
2680,love
2681,love
2682,happiness
2683,happiness
2684,worry
2685,worry
2686,happiness
2687,worry
2688,neutral
2689,happiness
2690,neutral
2691,happiness
2692,neutral
2693,neutral
2694,happiness
2695,neutral
2696,neutral
2697,happiness
2698,love
2699,love
2700,love
2701,neutral
2702,neutral
2703,happiness
2704,neutral
2705,neutral
2706,happiness
2707,happiness
2708,worry
2709,happiness
2710,happiness
2711,happiness
2712,worry
2713,worry
2714,happiness
2715,neutral
2716,happiness
2717,worry
2718,neutral
2719,happiness
2720,love
2721,neutral
2722,worry
2723,happiness
2724,happiness
2725,neutral
2726,happiness
2727,love
2728,worry
2729,happiness
2730,happiness
2731,neutral
2732,worry
2733,neutral
2734,love
2735,happiness
2736,neutral
2737,neutral
2738,love
2739,happiness
2740,love
2741,worry
2742,neutral
2743,neutral
2744,happiness
2745,worry
2746,neutral
2747,happiness
2748,happiness
2749,happiness
2750,happiness
2751,happiness
2752,neutral
2753,love
2754,neutral
2755,happiness
2756,happiness
2757,happiness
2758,worry
2759,worry
2760,neutral
2761,worry
2762,worry
2763,worry
2764,worry
2765,neutral
2766,happiness
2767,worry
2768,happiness
2769,neutral
2770,happiness
2771,neutral
2772,worry
2773,worry
2774,worry
2775,love
2776,happiness
2777,happiness
2778,happiness
2779,love
2780,neutral
2781,neutral
2782,worry
2783,worry
2784,neutral
2785,neutral
2786,neutral
2787,neutral
2788,love
2789,happiness
2790,worry
2791,happiness
2792,happiness
2793,neutral
2794,worry
2795,neutral
2796,love
2797,happiness
2798,neutral
2799,neutral
2800,happiness
2801,love
2802,neutral
2803,happiness
2804,happiness
2805,happiness
2806,neutral
2807,worry
2808,happiness
2809,worry
2810,happiness
2811,happiness
2812,worry
2813,love
2814,neutral
2815,neutral
2816,worry
2817,happiness
2818,worry
2819,neutral
2820,happiness
2821,love
2822,happiness
2823,happiness
2824,happiness
2825,worry
2826,happiness
2827,neutral
2828,worry
2829,neutral
2830,love
2831,happiness
2832,love
2833,worry
2834,happiness
2835,worry
2836,neutral
2837,neutral
2838,happiness
2839,worry
2840,neutral
2841,happiness
2842,happiness
2843,neutral
2844,love
2845,happiness
2846,happiness
2847,neutral
2848,happiness
2849,neutral
2850,happiness
2851,neutral
2852,happiness
2853,neutral
2854,neutral
2855,happiness
2856,worry
2857,love
2858,happiness
2859,neutral
2860,love
2861,happiness
2862,love
2863,neutral
2864,neutral
2865,neutral
2866,neutral
2867,worry
2868,worry
2869,happiness
2870,neutral
2871,love
2872,neutral
2873,happiness
2874,happiness
2875,happiness
2876,neutral
2877,happiness
2878,neutral
2879,neutral
2880,worry
2881,neutral
2882,worry
2883,happiness
2884,happiness
2885,neutral
2886,worry
2887,happiness
2888,happiness
2889,sadness
2890,happiness
2891,worry
2892,love
2893,neutral
2894,love
2895,happiness
2896,happiness
2897,neutral
2898,happiness
2899,happiness
2900,worry
2901,neutral
2902,neutral
2903,happiness
2904,worry
2905,happiness
2906,happiness
2907,happiness
2908,happiness
2909,neutral
2910,love
2911,happiness
2912,neutral
2913,happiness
2914,love
2915,neutral
2916,neutral
2917,neutral
2918,neutral
2919,happiness
2920,love
2921,neutral
2922,neutral
2923,happiness
2924,worry
2925,worry
2926,happiness
2927,happiness
2928,neutral
2929,neutral
2930,happiness
2931,neutral
2932,worry
2933,neutral
2934,happiness
2935,worry
2936,happiness
2937,neutral
2938,neutral
2939,worry
2940,happiness
2941,worry
2942,neutral
2943,happiness
2944,neutral
2945,neutral
2946,neutral
2947,worry
2948,love
2949,happiness
2950,happiness
2951,neutral
2952,neutral
2953,happiness
2954,happiness
2955,worry
2956,worry
2957,neutral
2958,happiness
2959,worry
2960,happiness
2961,happiness
2962,neutral
2963,love
2964,neutral
2965,neutral
2966,neutral
2967,happiness
2968,neutral
2969,happiness
2970,happiness
2971,happiness
2972,worry
2973,happiness
2974,happiness
2975,happiness
2976,happiness
2977,happiness
2978,worry
2979,neutral
2980,neutral
2981,happiness
2982,neutral
2983,sadness
2984,neutral
2985,happiness
2986,neutral
2987,happiness
2988,happiness
2989,happiness
2990,happiness
2991,love
2992,worry
2993,happiness
2994,neutral
2995,happiness
2996,happiness
2997,neutral
2998,happiness
2999,neutral
3000,love
3001,worry
3002,love
3003,neutral
3004,happiness
3005,happiness
3006,neutral
3007,neutral
3008,worry
3009,love
3010,neutral
3011,happiness
3012,neutral
3013,neutral
3014,happiness
3015,worry
3016,love
3017,happiness
3018,worry
3019,happiness
3020,happiness
3021,love
3022,happiness
3023,neutral
3024,worry
3025,love
3026,neutral
3027,neutral
3028,neutral
3029,worry
3030,happiness
3031,sadness
3032,neutral
3033,happiness
3034,neutral
3035,neutral
3036,happiness
3037,love
3038,neutral
3039,happiness
3040,worry
3041,happiness
3042,neutral
3043,neutral
3044,worry
3045,neutral
3046,neutral
3047,happiness
3048,neutral
3049,happiness
3050,happiness
3051,neutral
3052,neutral
3053,worry
3054,neutral
3055,neutral
3056,neutral
3057,worry
3058,worry
3059,neutral
3060,worry
3061,neutral
3062,neutral
3063,neutral
3064,happiness
3065,happiness
3066,happiness
3067,neutral
3068,neutral
3069,neutral
3070,worry
3071,worry
3072,happiness
3073,happiness
3074,worry
3075,happiness
3076,happiness
3077,happiness
3078,happiness
3079,worry
3080,sadness
3081,worry
3082,happiness
3083,neutral
3084,neutral
3085,happiness
3086,neutral
3087,happiness
3088,neutral
3089,happiness
3090,happiness
3091,happiness
3092,neutral
3093,neutral
3094,neutral
3095,neutral
3096,happiness
3097,love
3098,happiness
3099,neutral
3100,love
3101,happiness
3102,happiness
3103,love
3104,happiness
3105,worry
3106,happiness
3107,neutral
3108,worry
3109,neutral
3110,neutral
3111,happiness
3112,love
3113,neutral
3114,happiness
3115,love
3116,happiness
3117,worry
3118,happiness
3119,love
3120,neutral
3121,worry
3122,love
3123,happiness
3124,neutral
3125,worry
3126,worry
3127,happiness
3128,happiness
3129,neutral
3130,neutral
3131,neutral
3132,love
3133,happiness
3134,worry
3135,worry
3136,happiness
3137,happiness
3138,worry
3139,happiness
3140,worry
3141,neutral
3142,happiness
3143,love
3144,neutral
3145,happiness
3146,worry
3147,worry
3148,love
3149,neutral
3150,neutral
3151,neutral
3152,happiness
3153,neutral
3154,happiness
3155,neutral
3156,neutral
3157,neutral
3158,worry
3159,happiness
3160,love
3161,happiness
3162,happiness
3163,happiness
3164,happiness
3165,love
3166,happiness
3167,neutral
3168,happiness
3169,happiness
3170,love
3171,happiness
3172,happiness
3173,worry
3174,neutral
3175,sadness
3176,neutral
3177,neutral
3178,happiness
3179,neutral
3180,happiness
3181,happiness
3182,happiness
3183,happiness
3184,neutral
3185,happiness
3186,happiness
3187,neutral
3188,happiness
3189,happiness
3190,neutral
3191,neutral
3192,worry
3193,happiness
3194,neutral
3195,worry
3196,happiness
3197,love
3198,worry
3199,worry
3200,happiness
3201,neutral
3202,neutral
3203,happiness
3204,happiness
3205,neutral
3206,happiness
3207,happiness
3208,neutral
3209,neutral
3210,happiness
3211,worry
3212,neutral
3213,neutral
3214,worry
3215,happiness
3216,happiness
3217,happiness
3218,neutral
3219,neutral
3220,neutral
3221,happiness
3222,happiness
3223,worry
3224,worry
3225,neutral
3226,happiness
3227,happiness
3228,happiness
3229,worry
3230,neutral
3231,happiness
3232,worry
3233,happiness
3234,worry
3235,happiness
3236,happiness
3237,neutral
3238,neutral
3239,happiness
3240,worry
3241,happiness
3242,neutral
3243,happiness
3244,love
3245,neutral
3246,worry
3247,happiness
3248,happiness
3249,happiness
3250,neutral
3251,neutral
3252,worry
3253,worry
3254,neutral
3255,neutral
3256,neutral
3257,happiness
3258,neutral
3259,happiness
3260,neutral
3261,happiness
3262,happiness
3263,worry
3264,worry
3265,happiness
3266,happiness
3267,happiness
3268,worry
3269,neutral
3270,happiness
3271,love
3272,happiness
3273,love
3274,neutral
3275,happiness
3276,neutral
3277,sadness
3278,worry
3279,love
3280,love
3281,worry
3282,worry
3283,worry
3284,happiness
3285,happiness
3286,happiness
3287,happiness
3288,worry
3289,neutral
3290,happiness
3291,neutral
3292,neutral
3293,love
3294,happiness
3295,neutral
3296,neutral
3297,happiness
3298,neutral
3299,happiness
3300,happiness
3301,neutral
3302,love
3303,love
3304,neutral
3305,love
3306,worry
3307,happiness
3308,neutral
3309,love
3310,happiness
3311,worry
3312,sadness
3313,happiness
3314,happiness
3315,happiness
3316,neutral
3317,happiness
3318,neutral
3319,happiness
3320,neutral
3321,neutral
3322,happiness
3323,worry
3324,worry
3325,happiness
3326,happiness
3327,neutral
3328,happiness
3329,neutral
3330,worry
3331,happiness
3332,worry
3333,sadness
3334,worry
3335,love
3336,neutral
3337,happiness
3338,happiness
3339,happiness
3340,happiness
3341,worry
3342,happiness
3343,happiness
3344,happiness
3345,happiness
3346,sadness
3347,happiness
3348,happiness
3349,neutral
3350,neutral
3351,happiness
3352,neutral
3353,happiness
3354,happiness
3355,happiness
3356,happiness
3357,neutral
3358,worry
3359,worry
3360,happiness
3361,happiness
3362,love
3363,happiness
3364,happiness
3365,sadness
3366,happiness
3367,neutral
3368,happiness
3369,neutral
3370,love
3371,happiness
3372,neutral
3373,happiness
3374,neutral
3375,neutral
3376,neutral
3377,happiness
3378,love
3379,happiness
3380,love
3381,neutral
3382,neutral
3383,happiness
3384,happiness
3385,happiness
3386,love
3387,worry
3388,happiness
3389,happiness
3390,worry
3391,happiness
3392,neutral
3393,worry
3394,happiness
3395,worry
3396,sadness
3397,happiness
3398,neutral
3399,worry
3400,happiness
3401,happiness
3402,happiness
3403,happiness
3404,neutral
3405,happiness
3406,neutral
3407,neutral
3408,neutral
3409,love
3410,happiness
3411,neutral
3412,love
3413,neutral
3414,neutral
3415,happiness
3416,happiness
3417,neutral
3418,worry
3419,happiness
3420,neutral
3421,happiness
3422,happiness
3423,neutral
3424,neutral
3425,neutral
3426,neutral
3427,neutral
3428,happiness
3429,worry
3430,neutral
3431,love
3432,happiness
3433,love
3434,happiness
3435,sadness
3436,worry
3437,happiness
3438,happiness
3439,happiness
3440,happiness
3441,worry
3442,neutral
3443,happiness
3444,neutral
3445,neutral
3446,worry
3447,neutral
3448,happiness
3449,love
3450,neutral
3451,neutral
3452,worry
3453,happiness
3454,neutral
3455,neutral
3456,happiness
3457,worry
3458,happiness
3459,happiness
3460,neutral
3461,worry
3462,neutral
3463,neutral
3464,happiness
3465,neutral
3466,neutral
3467,happiness
3468,happiness
3469,happiness
3470,neutral
3471,neutral
3472,happiness
3473,happiness
3474,happiness
3475,happiness
3476,neutral
3477,neutral
3478,happiness
3479,worry
3480,neutral
3481,happiness
3482,happiness
3483,neutral
3484,happiness
3485,happiness
3486,neutral
3487,love
3488,neutral
3489,worry
3490,neutral
3491,happiness
3492,love
3493,happiness
3494,love
3495,love
3496,happiness
3497,love
3498,happiness
3499,worry
3500,worry
3501,worry
3502,happiness
3503,happiness
3504,neutral
3505,happiness
3506,neutral
3507,worry
3508,happiness
3509,neutral
3510,love
3511,neutral
3512,happiness
3513,neutral
3514,neutral
3515,happiness
3516,love
3517,happiness
3518,happiness
3519,happiness
3520,happiness
3521,happiness
3522,happiness
3523,worry
3524,worry
3525,neutral
3526,neutral
3527,worry
3528,happiness
3529,neutral
3530,worry
3531,happiness
3532,neutral
3533,worry
3534,neutral
3535,worry
3536,happiness
3537,neutral
3538,love
3539,happiness
3540,neutral
3541,happiness
3542,neutral
3543,worry
3544,happiness
3545,neutral
3546,neutral
3547,neutral
3548,neutral
3549,happiness
3550,neutral
3551,happiness
3552,neutral
3553,happiness
3554,neutral
3555,love
3556,worry
3557,worry
3558,happiness
3559,happiness
3560,worry
3561,neutral
3562,neutral
3563,love
3564,neutral
3565,love
3566,love
3567,neutral
3568,happiness
3569,worry
3570,happiness
3571,neutral
3572,happiness
3573,happiness
3574,neutral
3575,happiness
3576,happiness
3577,happiness
3578,happiness
3579,happiness
3580,love
3581,love
3582,neutral
3583,love
3584,neutral
3585,neutral
3586,neutral
3587,happiness
3588,love
3589,love
3590,love
3591,worry
3592,happiness
3593,neutral
3594,neutral
3595,happiness
3596,neutral
3597,worry
3598,neutral
3599,happiness
3600,happiness
3601,neutral
3602,neutral
3603,neutral
3604,happiness
3605,happiness
3606,worry
3607,neutral
3608,neutral
3609,happiness
3610,neutral
3611,happiness
3612,neutral
3613,happiness
3614,neutral
3615,neutral
3616,happiness
3617,neutral
3618,worry
3619,neutral
3620,worry
3621,happiness
3622,happiness
3623,worry
3624,worry
3625,happiness
3626,worry
3627,neutral
3628,happiness
3629,neutral
3630,neutral
3631,worry
3632,neutral
3633,neutral
3634,neutral
3635,happiness
3636,love
3637,happiness
3638,worry
3639,worry
3640,love
3641,love
3642,worry
3643,happiness
3644,neutral
3645,neutral
3646,happiness
3647,worry
3648,love
3649,happiness
3650,happiness
3651,neutral
3652,happiness
3653,neutral
3654,happiness
3655,happiness
3656,neutral
3657,worry
3658,happiness
3659,happiness
3660,neutral
3661,neutral
3662,happiness
3663,love
3664,sadness
3665,happiness
3666,neutral
3667,happiness
3668,neutral
3669,happiness
3670,neutral
3671,worry
3672,happiness
3673,neutral
3674,worry
3675,love
3676,happiness
3677,neutral
3678,neutral
3679,love
3680,happiness
3681,happiness
3682,neutral
3683,worry
3684,sadness
3685,worry
3686,love
3687,neutral
3688,neutral
3689,happiness
3690,worry
3691,happiness
3692,neutral
3693,worry
3694,love
3695,neutral
3696,neutral
3697,happiness
3698,love
3699,happiness
3700,happiness
3701,worry
3702,neutral
3703,neutral
3704,happiness
3705,happiness
3706,neutral
3707,happiness
3708,worry
3709,neutral
3710,neutral
3711,worry
3712,worry
3713,happiness
3714,happiness
3715,neutral
3716,happiness
3717,happiness
3718,neutral
3719,happiness
3720,happiness
3721,worry
3722,happiness
3723,happiness
3724,happiness
3725,happiness
3726,neutral
3727,happiness
3728,happiness
3729,neutral
3730,neutral
3731,neutral
3732,happiness
3733,neutral
3734,neutral
3735,happiness
3736,happiness
3737,love
3738,neutral
3739,love
3740,neutral
3741,happiness
3742,neutral
3743,neutral
3744,worry
3745,worry
3746,happiness
3747,neutral
3748,happiness
3749,worry
3750,happiness
3751,worry
3752,happiness
3753,neutral
3754,happiness
3755,worry
3756,happiness
3757,neutral
3758,worry
3759,love
3760,happiness
3761,neutral
3762,happiness
3763,happiness
3764,neutral
3765,love
3766,neutral
3767,worry
3768,neutral
3769,neutral
3770,worry
3771,happiness
3772,happiness
3773,neutral
3774,happiness
3775,neutral
3776,happiness
3777,happiness
3778,happiness
3779,happiness
3780,neutral
3781,happiness
3782,love
3783,happiness
3784,neutral
3785,worry
3786,neutral
3787,happiness
3788,happiness
3789,worry
3790,neutral
3791,love
3792,happiness
3793,happiness
3794,love
3795,happiness
3796,love
3797,neutral
3798,neutral
3799,happiness
3800,neutral
3801,happiness
3802,neutral
3803,worry
3804,happiness
3805,worry
3806,happiness
3807,happiness
3808,neutral
3809,neutral
3810,happiness
3811,happiness
3812,happiness
3813,worry
3814,worry
3815,neutral
3816,happiness
3817,neutral
3818,happiness
3819,neutral
3820,love
3821,happiness
3822,worry
3823,worry
3824,happiness
3825,sadness
3826,happiness
3827,neutral
3828,worry
3829,worry
3830,neutral
3831,worry
3832,love
3833,happiness
3834,love
3835,happiness
3836,neutral
3837,worry
3838,worry
3839,neutral
3840,worry
3841,happiness
3842,neutral
3843,love
3844,happiness
3845,worry
3846,neutral
3847,worry
3848,happiness
3849,worry
3850,neutral
3851,neutral
3852,neutral
3853,happiness
3854,neutral
3855,worry
3856,happiness
3857,love
3858,neutral
3859,neutral
3860,neutral
3861,happiness
3862,happiness
3863,happiness
3864,happiness
3865,neutral
3866,happiness
3867,happiness
3868,neutral
3869,love
3870,happiness
3871,happiness
3872,love
3873,happiness
3874,happiness
3875,love
3876,happiness
3877,love
3878,happiness
3879,happiness
3880,worry
3881,happiness
3882,worry
3883,happiness
3884,worry
3885,sadness
3886,neutral
3887,happiness
3888,happiness
3889,happiness
3890,neutral
3891,happiness
3892,neutral
3893,neutral
3894,neutral
3895,love
3896,neutral
3897,worry
3898,happiness
3899,worry
3900,love
3901,neutral
3902,happiness
3903,happiness
3904,neutral
3905,happiness
3906,neutral
3907,neutral
3908,love
3909,happiness
3910,happiness
3911,love
3912,neutral
3913,neutral
3914,worry
3915,neutral
3916,neutral
3917,happiness
3918,worry
3919,worry
3920,happiness
3921,happiness
3922,neutral
3923,neutral
3924,neutral
3925,neutral
3926,love
3927,happiness
3928,happiness
3929,worry
3930,neutral
3931,happiness
3932,neutral
3933,happiness
3934,neutral
3935,neutral
3936,neutral
3937,happiness
3938,happiness
3939,worry
3940,happiness
3941,neutral
3942,love
3943,happiness
3944,happiness
3945,love
3946,worry
3947,neutral
3948,neutral
3949,happiness
3950,love
3951,neutral
3952,worry
3953,sadness
3954,neutral
3955,happiness
3956,neutral
3957,happiness
3958,happiness
3959,love
3960,sadness
3961,worry
3962,happiness
3963,love
3964,happiness
3965,worry
3966,neutral
3967,neutral
3968,love
3969,happiness
3970,happiness
3971,worry
3972,neutral
3973,worry
3974,love
3975,happiness
3976,happiness
3977,happiness
3978,happiness
3979,neutral
3980,worry
3981,happiness
3982,neutral
3983,neutral
3984,neutral
3985,neutral
3986,worry
3987,worry
3988,worry
3989,neutral
3990,happiness
3991,happiness
3992,happiness
3993,happiness
3994,love
3995,happiness
3996,happiness
3997,neutral
3998,worry
3999,neutral
4000,happiness
4001,neutral
4002,happiness
4003,neutral
4004,neutral
4005,neutral
4006,happiness
4007,sadness
4008,love
4009,worry
4010,neutral
4011,love
4012,happiness
4013,happiness
4014,happiness
4015,neutral
4016,happiness
4017,neutral
4018,love
4019,neutral
4020,happiness
4021,neutral
4022,neutral
4023,love
4024,worry
4025,happiness
4026,neutral
4027,happiness
4028,worry
4029,love
4030,neutral
4031,happiness
4032,happiness
4033,happiness
4034,happiness
4035,happiness
4036,happiness
4037,love
4038,love
4039,neutral
4040,happiness
4041,neutral
4042,worry
4043,happiness
4044,neutral
4045,happiness
4046,love
4047,worry
4048,happiness
4049,worry
4050,neutral
4051,happiness
4052,neutral
4053,neutral
4054,neutral
4055,worry
4056,happiness
4057,happiness
4058,love
4059,happiness
4060,neutral
4061,happiness
4062,worry
4063,love
4064,neutral
4065,happiness
4066,happiness
4067,worry
4068,neutral
4069,happiness
4070,neutral
4071,love
4072,love
4073,happiness
4074,happiness
4075,neutral
4076,happiness
4077,worry
4078,happiness
4079,happiness
4080,neutral
4081,happiness
4082,neutral
4083,neutral
4084,happiness
4085,neutral
4086,love
4087,happiness
4088,happiness
4089,neutral
4090,happiness
4091,worry
4092,worry
4093,neutral
4094,love
4095,happiness
4096,worry
4097,happiness
4098,neutral
4099,happiness
4100,love
4101,love
4102,neutral
4103,neutral
4104,neutral
4105,love
4106,happiness
4107,neutral
4108,neutral
4109,worry
4110,worry
4111,neutral
4112,happiness
4113,happiness
4114,neutral
4115,happiness
4116,neutral
4117,worry
4118,worry
4119,neutral
4120,worry
4121,neutral
4122,neutral
4123,happiness
4124,happiness
4125,worry
4126,worry
4127,neutral
4128,worry
4129,happiness
4130,happiness
4131,worry
4132,neutral
4133,neutral
4134,worry
4135,neutral
4136,happiness
4137,happiness
4138,happiness
4139,neutral
4140,worry
4141,love
4142,worry
4143,neutral
4144,sadness
4145,happiness
4146,happiness
4147,neutral
4148,love
4149,neutral
4150,neutral
4151,love
4152,happiness
4153,worry
4154,neutral
4155,happiness
4156,love
4157,happiness
4158,happiness
4159,happiness
4160,neutral
4161,love
4162,neutral
4163,happiness
4164,worry
4165,happiness
4166,love
4167,worry
4168,happiness
4169,neutral
4170,happiness
4171,neutral
4172,worry
4173,neutral
4174,neutral
4175,worry
4176,happiness
4177,happiness
4178,neutral
4179,happiness
4180,happiness
4181,neutral
4182,happiness
4183,happiness
4184,neutral
4185,neutral
4186,worry
4187,happiness
4188,neutral
4189,happiness
4190,worry
4191,happiness
4192,neutral
4193,love
4194,worry
4195,worry
4196,love
4197,happiness
4198,happiness
4199,happiness
4200,neutral
4201,worry
4202,happiness
4203,neutral
4204,love
4205,neutral
4206,happiness
4207,love
4208,happiness
4209,neutral
4210,worry
4211,neutral
4212,happiness
4213,neutral
4214,neutral
4215,neutral
4216,happiness
4217,happiness
4218,worry
4219,neutral
4220,happiness
4221,worry
4222,happiness
4223,worry
4224,neutral
4225,happiness
4226,neutral
4227,neutral
4228,neutral
4229,neutral
4230,love
4231,neutral
4232,happiness
4233,worry
4234,neutral
4235,happiness
4236,love
4237,neutral
4238,neutral
4239,happiness
4240,neutral
4241,happiness
4242,love
4243,happiness
4244,neutral
4245,happiness
4246,neutral
4247,happiness
4248,worry
4249,neutral
4250,happiness
4251,love
4252,neutral
4253,neutral
4254,love
4255,worry
4256,worry
4257,love
4258,neutral
4259,happiness
4260,happiness
4261,happiness
4262,love
4263,neutral
4264,neutral
4265,happiness
4266,worry
4267,worry
4268,neutral
4269,worry
4270,neutral
4271,worry
4272,worry
4273,happiness
4274,love
4275,love
4276,worry
4277,love
4278,neutral
4279,happiness
4280,neutral
4281,worry
4282,happiness
4283,neutral
4284,worry
4285,love
4286,worry
4287,happiness
4288,worry
4289,happiness
4290,happiness
4291,worry
4292,neutral
4293,neutral
4294,happiness
4295,happiness
4296,neutral
4297,neutral
4298,happiness
4299,love
4300,happiness
4301,happiness
4302,happiness
4303,neutral
4304,happiness
4305,neutral
4306,worry
4307,happiness
4308,neutral
4309,neutral
4310,happiness
4311,happiness
4312,neutral
4313,happiness
4314,happiness
4315,happiness
4316,love
4317,happiness
4318,love
4319,happiness
4320,worry
4321,worry
4322,neutral
4323,neutral
4324,happiness
4325,happiness
4326,happiness
4327,happiness
4328,happiness
4329,happiness
4330,happiness
4331,neutral
4332,love
4333,happiness
4334,happiness
4335,neutral
4336,neutral
4337,neutral
4338,happiness
4339,neutral
4340,neutral
4341,neutral
4342,neutral
4343,worry
4344,worry
4345,happiness
4346,neutral
4347,love
4348,neutral
4349,happiness
4350,neutral
4351,neutral
4352,neutral
4353,happiness
4354,happiness
4355,happiness
4356,sadness
4357,love
4358,neutral
4359,neutral
4360,happiness
4361,neutral
4362,neutral
4363,happiness
4364,neutral
4365,happiness
4366,neutral
